Name,RA (1950),Dec m_zw,v_h,sig sour,Type,D1,D1,BT,UGC,FLWO#,Notes and Other Names
N4258,121630,473500 9.1,9  449,7 0200,4X s,22,9,8.95,7353,T23911,"Liner,HO363A"
12166+0408,121636.6,4080714.5,1524,3010625,11,0.5,0.4,,7354,,"MK49,Haro8,VCC324"
12167+4938,121642,49380014.3,3639,3012700,5A,1.7,0.5,,7358,T01677,
N4259,121648,5390014.5,2492,3012700,-2,0.9,0.3,14.55,7359,T03028,HO368E
N4260,121648,6230012.7,0 1801,2322700,1B5s,2.2,1.2,12.65,7361,T16455,
N4261,121650,6060911.8,4 2200,38 2700,-5,3.5,3,11.32,7360,T02738,3CR270
I 777,121654,28350014.5,2518,3112700,1B R,1.3,0.7,,7363,T01209,
N4264,121700,6070013.9,2633,7512101,-1B T,0.8,0.6,13.8,7364,T12654,
N4262,121700,15090012.6,7 1376,21 2700,-3B s,1.9,1.8,12.4,7365,T02739,
12170+5005,121700,50050013.7,4108,2112700,0,1.6,0.9,,7367,T01091,
N4268,121712,5340013.8,2 2060,27 2700,0B,1.3,0.5,13.55,7371,T16456,HO368D
N4269,121712,6180013.9,2535,7512101,-2,1.3,0.8,,7372,T12934,HO365A
N4267,121712,13050012.1,7 1001,13 2700,-3B s,3.6,3.6,11.8,7373,T02971,
N4271,121712,57010013.7,4753,2412700,-3,1.5,1.3,,7375,T01099,
N4270,121718,5440013.2,6 2383,28 2700,-2,1.7,0.7,13.1,7376,T16457,HO368C
N4274,121718,29530011.1,920,1912724,2B4R,7.3,2.7,11.2,7377,,
N4272,121718,30370014.2,8453,2912700,-3,1,0.9,,7378,T01183,
N4273,121724,5370012.5,1 2386,9 0100,5B5s,2.5,1.2,12.31,7380,T14581,HO368C
I 780,121724,26030014.5,6670,3812700,-3,1.1,0.8,,7381,T01452,
N4275,121724,27540013.4,2256,2812700,3A P,0.8,0.8,,7382,T13999,
N4276,121736,7580014.1,2628,3112700,9,1.7,1.7,11.75,7385,T03114,
N4278,121736.2,29333111.2,643,1312700,-5,3.5,3.5,11.15,7386,T09333,"*Liner,HO369A"
N4281,121748,5400012.4,1 2732,22 2700,-1,2.5,1.2,12.21,7389,T02773,HO868B
N4283,121749.8,29351213.4,2 1076,9 2700,-5,1.1,1.1,12.95,7390,T02980,*HO369B
12179+3127,121754,31270014.5,6711,2912700,3B P,0.5,0.45,,7395,T01249,
N4291,121807.2,75384812.8,3 1715,22 2700,-5,2,1.7,12.2,7397,T02771,*
N4288,121812,46340013.6,532,1912700,9B8s,3,1.8,,7399,T23691,"DDO119,HO371A"
N4290,121824,58220012.7,5 3038,22 2712,2B3T,2.5,1.9,,7402,T00324,HO373A
N4292,121842,4520014.1,2258,2512717,-2,1.9,1.3,,7404,T03054,
N4294,121842,11470012.6,7  359,8 0908,6B6s,3,1.1,12.59,7407,,HO376A
N4293,121842,18400011.7,0  867,29 2700,0B R,5.8,3.3,11.19,7405,T14667,
12187+6122,121842,61220014.5,6094,3412700,5B,1.1,0.9,,7406,T01699,
N4296,121854,6560014,4227,2412700,-2,1.5,0.9,,7409,T03497,
N4298,121900,14530012.3,4 1133,30 2712,5A7T,3,1.7,12.07,7412,T04847,HO377A
N4300,121906,5390013.9,2310,3112700,1,1.5,0.6,,7413,T00294,
N4299,121906,11470013,6  221,11 0611,8X7s,1.7,1.7,12.87,7414,T15820,HO376B
12191+4108,121906,41080014.2,6885,2712700,3B R,1.5,1.3,,7416,T01533,
N4302,121910.2,14530012.7,6 1163,22 2700,5,5.1,0.9,12.53,7418,T04846,HO377B
N4303,121921.6,4450610.2,8 1585,22 2707,4X1T,6.4,6.2,10.21,7420,T03154,"Liner,M61,HO369A"
N4308,121924,30200014.3,641,2512700,-2A,0.8,0.7,,7426,T14562,
N4305,121931.2,13010613.8,1934,3012712,1A1R,1.9,1,13.25,7432,T00439,
N4306,121931.8,13040014.4,1517,3312712,-1B s,1.3,0.9,13.75,7433,T03244,
12195+3222,121931.8,32220914.3,1193,3812700,8B6,1.3,1.2,,7428,T01250,
N4307,121932.9,9191612.8,7 1053,2902700,3 4,3.5,0.7,12.79,7431,T00451,HO380A
N4319,121936,75360013,1685,731 0,2B R,3.1,2.3,,7429,,
N4309,121942,7250014.3,1053,2712700,-1X R,1.8,1,,7435,T03115,HO382A
N4310,121954,29290013.5,912,2912700,-1X R,2.3,1.2,,7440,T14000,N4311
N4312,122000,15490012.9,3  146,26 2700,2A6T,4.2,0.9,12.59,7442,T00315,HO387B
N4314,122000,30100011.5,1004,2812724,0B R,4.6,4.5,11.35,7443,T10488,
N4313,122006,12050013.2,1458,2112700,2A7T,3.5,0.8,12.73,7445,T00143,HO385A
N4316,122009.6,9363414,1262,2812700,5,2.7,0.5,,7447,T00145,
N4318,122010.4,8283214.1,1215,1712700,-7,0.8,0.6,,7446,T08167,"*AK359,Mag is avg of 2 Zw"
N4321,122024,16060010.2,6 1560,13 2700,4X1s,6.8,5.8,10.1,7450,T00314,"M100,HO387A"
N4332,122024,66070013.2,2843,4611109,1B s,2.4,1.7,,7453,,
N4324,122036,5320012.6,0 1681,14 2700,-1A5R,2.1,0.9,,7451,T02973,HO388A
N4335,122036,58440013.7,4615,2212700,-5,1.9,1.5,,7455,T04764,
N4330,122042,11390014,1552,3312700,5,4.5,0.9,13.1,7456,T00146,
N4336,122100,19430013.6,1134,3410300,0B,1.6,0.9,,7462,T13032,I3254
N4339,122101.8,6213612.8,3 1298,17 2700,-5,2,2,12.35,7461,T06975,
N4346,122101.8,47161212.4,9  762,20 2700,-2,3.2,1.3,,7463,T00252,
N4343,122106,7140013.5,1012,1010613,3A5T,2.6,0.7,13.29,7465,T00316,
N4340,122106,17000012.4,932,1012712,-1B R,3.6,3.1,12.01,7467,T02844,HO391B
N4344,122106,17490613.7,1146,3010625,20B P,1.4,1.3,13.21,7468,T13054,
N4342,122106.6,7200013.9,1  751,2402700,-3,1,0.4,,7466,T20665,I3256
I3258,122112,12450014.3,-437,1010612,9B P,1.9,1.6,13.75,7470,,
N4350,122124,16580012.3,0 1247,20 2712,-2A,2.5,0.9,11.9,7473,T02845,"HO391A,I3266"
N4352,122130,11300014,2106,2212700,-2A,1.6,0.8,13.55,7475,T00147,
N4351,122130,12290013.5,2320,1010612,2B6T,1.9,1.4,12.8,7476,T18059,
I3268,122136,6530014.2,697,3812700,10P,0.7,0.7,,7477,T08012,
N4357,122136,49030013.5,4191,3312700,4A,3.9,1.5,,7478,T22235,
N4364,122136,58400014.3,4496,2712700,-2,1.3,1.2,,7479,T01701,
N4356,122142,8490014.3,1173,3212700,5,2.6,0.5,,7482,T03259,I3273
N4359,122142,31480013.9,1223,5012700,5B4,3.6,1,,7483,T24302,
N4360,122149.1,9341113.9,7019,6510300,-5,1.4,1.1,,7484,,
N4365,122155.8,7354211.1,8 1240,12 2700,-5,5.5,4.5,10.61,07488 2,4.4T02974,*Dsrc=T
N4369,122206,39400012.8,4  951,29 2700,1A T,2.4,2.4,,7489,T08574,MK439
N4370,122224,7430014.1,787,3712700,1P,1.5,0.8,,7492,T02975,
N4371,122224,11590012.2,5  941,20 2700,-1B R,4.5,2.1,11.89,7493,T02657,
N4386,122224,75480012.8,9 1649,1422700,-3X,2.8,1.7,,7491,T02966,
N4375,122230.6,28500613.9,9086,3312700,3A3P,1.4,1,,7496,T18142,
N4374,122231.2,13094810.8,2 1033,10 2700,-5,5,4,10.31,07494 1,8.5T03126,"*M84,3C272.1,HO403B,Dsrc="
N4377,122240.2,15022413.2,0 1375,15 2700,-3A,1.5,1.2,12.82,7501,T03111,IIIZw65
N4379,122242,15530012.7,7 1071,10 2700,-3  P,1.5,1.3,12.5,7502,,
N4376,122245.3,6010613.9,1156,3512700,10 5,1.6,0.9,,7498,T00161,
N4378,122248,5120012.3,4 2545,8 0100,1A R,3.3,3.1,,7497,,
N4384,122248,54470013.5,2487,3712700,1A P,1.4,1.1,,7506,T08536,MK207
N4380,122249.6,10173612.3,7  963,7 0609,3A2T,3.5,2.2,,7503,,
N4383,122254,16450012.9,0 1694,3122700,1P,1.8,0.9,12.68,7507,T00360,"MK769,BB119"
N4382,122254,18280010.4,3  758,13 2712,-1A P,7.4,5.5,10.1,7508,T03131,"M85,HO397A"
N4391,122300,65130013.8,1348,2612700,-3A,1.2,1.2,,7511,T16560,VIIZw454
N4389,122306,45580012.9,7  717,11 0100,4B7T,2.6,1.8,,7514,T23912,
N4385,122309,510012.8,5 2142,7 0100,-1B4T,1.9,1.1,13.05,7515,,MK52
I3322A,122309.6,7293014.4,1001,1010200,6B s,3.5,0.4,,7513,,
N4387,122309.6,13051813.4,2  584,16 2700,-5,1.5,0.9,12.95,7517,T02659,*
N4388,122312,12560012.2,2535,2212707,3A s,6.2,1.7,11.83,7520,,"Sy2,HO403C"
N4390,122318,10440013.7,1118,4312700,4X5s,1.8,1.4,,7519,T00335,
N4393,122318,27500013.8,755,810200,7B6,3.5,3,,7521,,
N4395,122318,33490010.8,4  318,5 0200,8B6s,16,13,10.69,7524,,Dwarf Sy?
N4394,122324,18290011.9,945,1013700,3B3R,3.6,3.4,11.74,7523,T16275,HO397B
N4396,122327.5,15565513.7,-155,2612700,7A7,3.5,1.2,13.02,7526,,HO400A
N4402,122334.8,13232412.9,1  236,5 0620,5 7,3.8,1.1,12.5,7528,T00318,HO403D
N4405,122336,16280012.9,1742,3112700,0A T,1.7,1.1,,7529,T04451,
N4406,122339.6,13132410.7,5 -221,9 2700,-5,12,9,10.11,07532 1,8.4,"*M86,HO403A,Dsrc=T"
N4410W,122355.8,9174814.3,7551,37H2701,2P,1,0.6,,07535A,T18401,"MK1325,KDG335A"
N4410E,122357,9174814.3,7600,38H2701,-2  P,0.8,0.6,,07535B,T18400,"MK1325,KDG335B"
N4412,122400,4140013.2,5 1735,1020909,3B3R,1.6,1.4,,7536,T16176,
N4411A,122400,9090014.4,1280,2010906,8X,2.3,2.2,13.55,7537,,
N4413,122400,12530013,4   96,900609,3B T,2.4,1.7,12.97,7538,,
N4414,122400,31300010.9,720,2012724,4 2,4.8,3.2,10.95,7539,T09609,
N4415,122408.4,8424214.2,910,3812700,-5,1.4,1.2,13.72,7540,T03245,
N4416,122412,8120013.5,1380,2312700,5B6,1.8,1.6,,7541,T00332,MK1326
N4411B,122414.7,9094014.4,1269,2010906,8A,3.2,3.2,13.02,7546,,
N4417,122418,9514212.4,3  843,15 2700,-2B,3.2,1.2,12,7542,,
N4420,122424,2460012.9,4 1678,10 0803,4B5R,2.2,1,,7549,T16277,
N4419,122424,15190012.2,3 -182,12 2700,1B s,3.1,1,11.95,7551,,Liner
N4421,122430,15440012.3,5 1599,2302700,0B s,2.5,1.8,12.45,7554,T06160,
I 791,122430,22550014.2,6849,2612700,1B R,1.1,1.1,,7555,T01431,
N4423,122436,6090014.4,1092,2510200,8,2.2,0.35,,7556,,
N4424,122439,9415112.5,7  432,15 2700,1B5s,3.6,1.9,12.28,7561,T00170,
N4425,122442,13004213.2,1 1881,25 2700,-2B P,2.9,0.9,12.68,7562,T16187,HO403E
N4430,122454,6320013.4,1472,2012712,3B5T,2.9,2.3,,7566,T00334,
N4429,122454,11230011.4,3 1131,16 2700,-1A R,5.5,2.5,11.1,7568,T03155,
N4431,122455.2,12340614.5,913,3012700,-2A R,1.7,1,13.67,7569,T03274,HO408C
N4434,122500,8260013.2,1068,1412700,-5,1.3,1.3,,7571,T04367,*
N4441,122506,65040013.5,2654,4012700,-1X P,4.5,3.5,,7572,T20827,1439 44(1109)
N4435,122507.8,13212412,3  773,15 2700,-2B s,3.2,1.9,11.57,7575,T02787,"VV188,Arp120,HO409B"
N4438,122513.6,13170712,86,2312707,3A P,9.7,3.9,11,7574,T01034,"Liner,VV188,Arp120,HO409"
I3376,122518,27160014.4,7110,2912700,1B R,1.8,1.4,,7578,T01184,
N4440,122521.6,12341213,9  739,19 2700,1B3T,1.7,1.6,12.66,7581,T00083,HO408B
N4442,122530,10050011.2,515,1912700,-2B s,4.5,1.8,11.29,7583,T02788,
N4445,122542,9430013.7,300,4312700,2,2.6,0.45,13.55,7587,T00171,
N4448,122545.6,28534812.2,9  669,2902700,2B4R,4,1.5,12,7591,T20826,
N4449,122548,44220010,203,312602,10B5,6,4.5,9.85,7592,,
I3391,122554,18410013.9,1697,510620,5,1.1,0.9,,7595,T00257,
N4450,122600,17220011.2,9 1957,1203700,2A s,5.5,3.7,10.94,07594 2,2,"Liner,1945 21(27)"
N4451,122608.1,9320813.5,7  860,42 2700,-2A5,1.5,1,13.3,7600,T00172,AK368
N4452,122612,12020013.3,3  223,32 2700,1,2.7,0.6,13.15,7601,T14537,
I3392,122612,15160013.3,1678,2812700,3A,2.1,0.9,,7602,T00258,
N4455,122612,23060012.8,3  644,10 0200,7B7s,2.7,1,,7603,T14563,
N4460,122618,45080012.4,7  558,11 0105,-1B s,4.2,1.2,,7611,,
N4457,122624,3510012,0  894,2320609,0X R,3.4,2.8,11.65,7609,T14536,
N4458,122625.8,13310613.3,2  684,12 2700,-5,1.5,1.5,12.93,07610 1,5.9T04611,"*HO411B,Dsrc=T"
N4459,122630,14150011.6,1215,1612700,-1A R,3.5,2.7,11.35,7614,T02789,
N4461,122631.2,13274212.3,7 1925,18 2712,-1B s,3.6,1.3,12.1,7613,T02793,HO411A
1226+0219,122633.2,2194313,747469,2082700,-9,,,,,M06584,"3C273,QSO"
N4464,122649.2,8260613.7,7 1265,15 3606,0,1,0.7,13.6,7619,,*
I3414,122654,7030014.2,525,3512700,8B,1.7,1,13.7,7621,T09573,
I 796,122654,16410013.9,1600,2010300,0,1.4,0.5,14.23,7623,,
N4469,122656,9013012.4,1  498,10 0105,0B s,3.2,1.1,12.28,7622,,
N4468,122659.4,14193014.2,895,2812700,0,1.2,0.9,13.8,07628 1,0.9T03260,*Dsrc=T
N4470,122706,8060012.9,2360,3212700,1 7,1.4,0.9,13.04,7627,T00452,
N4472,122714.4,081642 9.8,4  997,10 2700,-5,8,7,9.31,07629 1,7.2T03153,"*M49,Arp134,HO413A,Dsrc=T"
N4473,122716.8,13422411.6,1 2236,10 2700,-5,3.6,2.3,11.03,7631,T02792,*
N4474,122722.2,14204212.9,5 1624,20 2700,-2  P,1.9,1.1,12.37,7634,T02790,
N4476,122728.2,12373013.5,1 1955,26 2700,-3A R,1.7,1.1,13.15,7637,T06545,MK9021
N4477,122731.2,13544211.6,2 1355,11 2700,-2B s,3.8,3.5,11.46,7638,T02791,
N4482,122741,11031214.2,1840,3012700,-7,1.6,0.9,,7640,T06535,I3427
N4478,122746.2,12361812.5,7 1370,21 2700,-5,1.7,1.4,12.29,07645 1,1.5T01188,Dsrc=T
N4479,122746.8,13511213.9,3  858,25 2700,-2B s,1.5,1.4,13.45,7646,T14001,
N4480,122754,4310013.4,2422,2112700,5X3s,2.5,1.2,13.12,7647,T01100,
N4486B,122800,12460014.5,1586,1012700,-6,0.35,0.35,14.32,,S14215,*IZw38
N4485,122806,41583612.6,8  480,1523700,10B6P,3,2.5,12.33,7648,,"VV30,560(22),Arp269,HO41"
N4483,122808.3,9173013.4,881,2412700,0B s,1.5,0.9,,7649,T16204,
N4490,122812,41550010.2,9  565,3 3700,7B5P,7,3.5,10.2,7651,,"VV30,Arp269,HO414A,KDG34"
N4486,122817.6,12400110.3,0 1292,1002700,-4  P,7,7,9.56,7654,T09676,"*Liner,M87,Arp152,VIRGO A"
N4488,122818,8380013.8,1006,2412700,0B P,4.6,1.4,,7653,T16421,
N4489,122821.1,17020413.2,960,1712700,-5,1.8,1.7,,07655 1,2.3T06974,Dsrc=T
N4492,122824,8210014.1,1802,2512700,1A s,2.1,2.1,13.2,7656,T03298,I3438
N4491,122824,11460013.7,497,2912700,1B s,1.8,1,13.5,7657,T00259,RMB129
N4486A,122824,12330011.2,450,5811806,-7,1,0.9,,7658,,S*
N4495,122854,29250014.1,4551,2010626,2,1.6,0.9,,7663,T01185,
N4494,122854.6,26030611.3,1 1350,13 2700,-5,4.5,4.3,10.75,7662,T02796,*
N4500,122900,58140013.2,3149,3212700,1B s,1.7,1.1,,7667,T04437,"MK213,2911 7(2801)"
N4497,122900.6,11540013.8,1098,3212700,0B s,2,1.1,13.4,7665,T08241,
N4496B,122906,4120014,4483,39H2700,10B s,0.9,0.7,,07668S,T08229,"VV76,SE"
N4496A,122906,4130011.9,9 1795,4922700,9B5T,4,3,,07668N,T08230,"VV76,NW"
N4498,122906,17080012.8,1507,610611,6X5s,3.5,1.7,12.62,7669,T00174,
I 797,122924,15240013.9,2100,510620,5B,1.2,0.8,,7676,T00320,
N4501,122930,14420010.4,9 2321,2102700,3A1T,6.7,3,10.27,7675,T03129,"Liner,M88"
12295+4007,122930,40070013.9,685,3512700,20X,1.6,1.5,,7678,T04765,
N4510,122930,64310014.2,2732,2612700,-7,1.5,0.9,,7679,T03352,
N4503,122934.2,11271212.6,8 1359,22 2700,1,3.5,1.7,11.97,7680,T00361,
N4506,122942,13420014.2,565,3512700,1P,1.7,1.5,,7682,T20041,
N4513,122942,66360014.1,2270,2912700,-2,2.4,1.7,,7683,T03346,
N4517A,122954.6,395412.8,9 1530,1 0912,8B9T,4.7,3,12.65,7685,,REINMUTH 80
12300+4259,123000,42590013.7,540,1010200,10,2.3,1.8,,7690,,
12300+5656,123000,56560014.3,4698,3312700,-1B R,0.8,0.35,,7691,T01703,
N4514,123006,30000014.2,8111,2612700,6A3,1.2,1.1,,7693,T01253,
I3476,123010.8,14193613.6,8 -169,5 0620,10B s,2.7,2.1,13.3,7695,,VV563
N4517,123011.9,233211.4,3 1131,7 0200,6A s1,0.8,1.5,11.1,7694,T03055,
12304+3754,123024,37534113.4,503,1010200,7B7,4,1.1,,7699,T22633,
N4515,123030,16320013.3,940,5210300,-3,1.3,1.1,,7701,,
N4516,123036,14510013.9,958,4012700,2B T,1.7,0.7,,7703,T00321,
N4521,123036,64130013,2538,1612712,0,2.7,0.6,,7706,T04567,
N4509,123038.9,32220714.1,907,3212700,9 5,1,0.6,,7704,T01186,MK773
N4519,123100,8560012.4,7 1229,5 0100,7B5T,3.8,2.5,12.35,7709,,HO418A
N4522,123106,9270012.7,4 2316,10 0803,6B s,4.2,1.1,12.73,7711,,
I3499,123116.2,11160014.5,1226,2612700,-3,1.6,0.6,14.04,7712,T03262,
N4525,123118,30340013,1186,4512700,7B5,3,1.6,,7714,T06159,
I 800,123124,15380014.3,2326,3612700,5B,1.5,1.2,,7716,T04766,"RMB19,BB442"
N4526,123130,7580010.9,7  602,15 2700,-2X s,7,2.7,10.58,7718,T03152,
N4528,123134.2,11354812.9,8 1374,21 2700,-3,1.6,1,13,7722,T02658,
N4527,123135.5,2554511.6,8 1736,1 0912,4X3s,6.5,2.2,11.3,7721,,
N4534,123136,35474113.2,803,810200,8X6s,4.5,3.3,,7723,T12373,
N4531,123142,13210013.3,8,3312700,1 6,3.5,2.3,12.58,7729,T03263,
N4532,123148,6440012.5,9 2035,18 2700,10B5,3.5,1.2,12.32,7726,T22015,
N4535,123148,8290010.9,0 1962,3 3800,5X1s,7.8,7,10.66,7727,,HO420A
N4536,123153.5,2275011.2,1 1808,1 0912,4X3T,7,2.8,10.99,7732,,
I3521,123206,7261214.2,595,3010625,10,1.1,0.8,13.98,7736,T03297,
N4539,123206,18290013.1,7 1287,31 2700,1B s,3,1.1,12.88,7735,T00305,
N4545,123218,63480013.1,2716,1010200,5X s,2.9,1.6,,7747,,
N4540,123219.9,15494113.2,3 1286,10 0803,6X7T,2.1,1.7,12.49,07742W,T21049,HO421A
N4541,123236,30014,6915,4612700,4X R,1.6,0.6,,7749,,
N4548,123255.2,14462411.1,9  550,19 2700,3B2T,5.5,4.5,11.12,7753,T03130,M91
N4550,123300,12300012.7,3  381,15 0613,-1B,3.3,0.9,12.4,7757,T03247,HO422A
N4544,123303,3184514.4,1126,2812700,4,2.4,0.7,,7756,T03095,
12331+7230,123306,72300014.3,6959,3212700,3A,0.7,0.5,,7761,T03371,
N4551,123306.6,12322413.2,7 1198,15 2712,-5,1.7,1.5,12.85,07759 1,4.5T03139,"*HO422B,Dsrc=T"
N4552,123308.4,12500011.3,0  322,13 2700,-5,3.4,3.4,10.81,07760 1,4.9T03140,"*M89,Dsrc=T"
N4555,123312,26480013.5,6630,2712700,-4,1.4,1.1,,7762,T07998,
N4556,123318,27110014.4,7434,2912700,-4,1.2,1,,7765,T01274,
12334+7357,123324,73570013.5,1331,2212700,-7,0.9,0.9,,7767,T01133,
N4559,123329.7,28140210.7,816,1012724,6X4,13,5.2,10.3,7766,,HO423A
N4561,123336,19360013.3,0 1407,520620,8B6T,1.4,1.1,,7768,T22236,"VV571,I3569"
N4566,123340.4,54294613.9,5391,2712700,5  R,1.2,0.8,,7769,T07999,
N4565,123354,26160010.3,1227,1012724,3A1s1,5.5,1.9,10.3,7772,T10566,HO426A
N4564,123355.2,11425412.2,4 1165,17 2700,-5,2.6,1.6,12.11,7773,T02800,*
N4567,123400,11320012.3,7 2186,43 2712,4A4T,3,2.5,12.08,7777,T01811,"VV219,HO427B,KDG347A"
I3582,123401.7,26283114.3,7128,2010626,2,0.4,0.22,,7778,T01454,MK649
N4568,123406,11310011.9,8 2232,40 2712,4A5T,5.1,2.4,11.67,7776,T01812,"VV219,HO427A,KDG347B"
N4569,123418,13260010.5,8 -223,1802700,2X T1,1.4,4.7,10.23,7786,,"Liner,M90,Arp76"
N4570,123424,7310012.2,4 1750,23 2700,-2,4.2,1.2,11.7,7785,T16205,
N4571,123424,14300012.1,2  343,6 0100,7A R,4.5,3.7,11.83,7788,,I3588
N4578,123500,9500012.4,8 2284,15 2700,-2A R,3.2,2.5,12.27,07793 1,4.7T02986,Dsrc=T
N4579,123512,12060011.5,1507,2212700,3X T,6,5,10.61,7796,T03151,"Liner,M58"
N4580,123515.6,5383612.8,7  999,25 2700,1X5T,2.6,1.8,,7794,,
N4589,123528.2,74280012.4,0 1985,1602700,-5,3,2.6,11.8,7797,T03353,*
N4581,123536,1440013.4,1818,2412700,-7,1.8,1.1,,7801,T00175,
N4584,123546.8,13230614.2,1737,2912700,3A1P,1.5,1.1,13.72,7803,T03276,RMB78
N4586,123554,4360012.8,8  819,22 2700,1A5s,3.9,1.2,12.6,7804,T00454,
N4587,123600,2560014.4,901,2912700,-2,1.2,0.7,,7805,T03096,
12364+3223,123624,32230014,4330,2212712,3B3P,1,0.8,,7812,,
12365+0038,123627.4,382414.4,6944,2612700,-6,0.8,0.8,,7813,T03097,MK778
N4591,123642,6170014.1,2450,2912700,1,1.8,0.9,,7821,T03299,
I3631,123718,13150014.5,2839,6012700,-2,1,0.7,,7825,T03288,
N4596,123724,10270011.8,8 1870,18 2700,-1B R,4.5,4,11.47,7828,T09802,
N4595,123724,15340013.2,4  630,6 0611,3X5T,1.7,1.1,12.92,7826,,
N4598,123742,8390014.1,1961,2312700,-2B,1.7,1.5,,7829,T03277,
N4600,123748,3240013.7,787,3410300,-2,1.3,0.9,,7832,,
N4605,123748,61530011,9  150,25 0402,5B P,7,2.5,10.96,7831,,
N4599,123754,1270013.7,1878,2312700,1,1.8,0.8,,7833,T00322,
I3651,123818,27000014.4,4732,2712700,-3,1,1,,7835,T01254,
N4606,123824,12110013.1,1 1645,19 2712,1B s,2.8,1.6,12.74,7839,,
12387+0140,123842,1400014.3,1737,3012700,5,1,0.4,,7841,,9300(5) AK385
N4608,123842,10260012.4,8 1864,24 2700,-2B R,3,3,12.09,7842,T00235,
N4617,123848,50420014.2,4639,2712700,3A,3.1,0.5,,7847,T01678,
N4612,123900,7350012.5,9 1884,24 2700,-2X R,1.6,1.3,,7850,T00195,
N4614,123900,26180014.2,4801,2212700,0B,1.1,0.9,,7851,T01368,KDG348A
N4615,123906,26200013.8,4716,2010626,5,1.6,1,,7852,T11007,KDG348B
N4618,123909.5,41252911.6,0  544,1 0912,9B T,4.5,3.5,11.27,7853,T12309,"VV73,Arp23,HO438A,KDG349"
N4619,123918,35200013.5,6829,3312700,3X2r,1.5,1.5,,7856,T00260,
N4625,123929.6,41325313,609,110912,9X T,1.5,1.4,12.9,7861,,"I3675,HO438B,KDG349B"
N4621,123930,11550011.2,8  444,13 2700,-5,4.5,3.5,10.75,07858 1,4.0T00307,"*M59,Dsrc=T"
N4620,123930,13130014,1178,3212700,-2,1.8,1.7,,7859,T16238,
N4627,123933.6,32504813.3,4  828,53 2712,-3X P,2.1,1.6,12.9,7860,T02803,*HO442B
N4623,123936,7570013,3 1788,56 2700,-1B,2.2,0.7,,7862,T00196,
N4631,123942,324900 9.8,620,101 0 3,7B5/,17,3.5,9.75,7865,T01213,"Arp281,HO442A,KDG350A"
N4648,123955.2,74413012.6,1503,1912700,-5,1.7,1.3,,7868,T01134,*
N4632,124000,110012.3,8 1712,30 2700,5A4,3.2,1.2,,7870,T17829,
N4630,124000,4140013.1,0  685,3722700,10B s,1.8,1.3,,7871,T00362,
N4633,124006,14380013.8,8  304,35 2712,7,2,0.8,13.8,7874,T04767,I3688.HO445B
N4634,124012,14340013.6,144,3012712,6B,2.6,0.5,13.2,7875,T04768,"HO445A,303(0620)"
N4635,124012,20130013.7,960,2010617,7X s,1.8,1.4,,7876,,
N4636,124016.7,2574111,1  937,15 2700,-5,7,5,10.5,07878 1,5.6T02802,*Dsrc=T
N4638,124018,11430012.4,8 1148,18 2700,-3,2.9,1.9,12,7880,T02816,
N4639,124024,13320012.5,0  990,28 2700,4X4T,3.2,2.2,12.21,7884,T16559,
12406+2800,124036,28000014.5,7492,3312700,3B4,0.6,0.4,,7890,T01275,
N4646,124036,55070013.8,4624,3212700,-5,0.6,0.3,,7892,T14003,
N4643,124048,2150011.6,4 1319,25 2700,0B T,3,3,11.55,7895,T17830,
N4647,124100,11510012.3,4 1450,41 2712,5X T,2.9,2.4,11.91,7896,T01786,"VV206,Arp116,HO448B,KDG3"
N4649,124108.8,11493410.3,1095,1712712,-5,7,6,9.83,7898,T03133,"*M60,VV206,Arp116,HO448A,"
N4651,124112,16400011.6,1  800,1000802,5A3T,3.9,2.5,11.3,7901,,"VV56,Arp189"
N4654,124124,13240011.2,8 1044,10 0200,6X3T,5.3,2.9,11.1,7902,,I3708
12415+5510,124132,55102314.5,4942,3192712,11P,1.9,1,,7905,,"MK220,IZw41,Haro32A,KDG3"
N4656,124132.8,32270010.6,646,110912,9 5P,22,3,10.75,7907,,KDG350B
N4659,124158.8,13461813.3,521,2412700,1,1.8,1.3,13.08,7915,,
N4660,124201.2,11273612.3,0 1115,14 2700,-5,2.4,2.1,11.85,7914,T03264,*
N4662,124206,37230014.1,6991,2712700,4B2t,2.5,2,,7917,T01308,
I3725,124223.8,19013814.4,6611,2010626,3,1,0.35,,7923,T00082,
N4665,124236,3200011.7,4  785,502,0B s,4.5,4.5,,7924,,
I 813,124242,23190014.4,7023,2912700,0,1.1,1,,7928,T01536,
N4670,124249.9,27235612.6,1051,2912724,10B5P,1.6,1.4,13.05,7930,T04738,"Haro9,Arp163"
N4673,124307.6,27200313.7,6938,2712700,-2  P,1,0.8,,7933,T06989,MK656
N4686,124424,54490013.7,5019,2812700,1,2.1,0.7,,7946,T01435,
12446+5155,124439.3,51532014.1,502,510912,10,1.8,1.3,15.1,7950,,Haro36
N4685,124442,19440013.8,6760,2412700,-3,1.5,0.9,,7954,T04748,
I3773,124444.4,10283614.3,1095,2212700,-7,2,0.7,13.85,7952,T03310,
I 821,124500,30040014.5,6739,3212700,5X1,1.2,1.2,,7957,T18362,
N4687,124500,35370014.3,4263,2312700,-2  P,0.9,0.7,,7958,T01309,MK442
N4689,124512,14020011.8,7 1616,5 0611,4A3T,4,3.5,11.59,7965,,
N4693,124512,71280014,1647,2912700,5,2.4,0.6,,7962,T00180,
